Бренд,id,Опис,Ціна,"Кількість, шт.",Б/В,Фото товару
VAG,06A133206H,Коллектор впускной нижний,1200,1,1,"https://i.avto.pro/partimage/720603/06a133206h-id-44-4968642be1188ce8c20b2e82809aea68.jpg,https://i.avto.pro/partimage/720603/06a133206h-id-44-a56a73d95057c4e0ba633a9648a0e9b6.jpg,https://i.avto.pro/partimage/720603/06a133206h-id-44-fc4c6a3f8fb1ded8446e3c121a552a7a.jpg,https://i.avto.pro/partimage/720603/06a133206h-id-44-0c9dbc8b3a0c3e995adc8a47cb51962c.jpg,https://i.avto.pro/partimage/720603/06a133206h-id-44-4cf9f61b4386f78c14a12c6be5aa4334.jpg"
VAG,06A133206N,Коллектор впускной нижний,1200,1,1,"https://i.avto.pro/partimage/720603/06a133206n-id-44-1f1b764a01b82ec63f74f7d4f937cdbc.jpg,https://i.avto.pro/partimage/720603/06a133206n-id-44-42ea5d658a0828deaeff6db6854bfce3.jpg,https://i.avto.pro/partimage/720603/06a133206n-id-44-6642d8adaed6b230debec20c6db8a5d2.jpg"
VAG,06A133223G,колектор впускной,550,1,1,"https://i.avto.pro/partimage/720603/06a133223g-id-44-5d2cdbdd602e2097b1d02147cf38e6c7.jpg,https://i.avto.pro/partimage/720603/06a133223g-id-44-f2142785149039c7d2781c73f61cb9fd.jpg,https://i.avto.pro/partimage/720603/06a133223g-id-44-8410e58eb55893d0f55385d7078cfeab.jpg"
VAG,06A133223P,коллектор впускной,900,1,1,"https://i.avto.pro/partimage/720603/06a133223p-id-44-03f41e038d6b2adfa018a610e29c6d03.jpg,https://i.avto.pro/partimage/720603/06a133223p-id-44-cbc54d39fb760fe3bb600773e8fb2608.jpg"
VAG,06A133317A,Распределитель топлива (рампа),350,1,1,"https://i.avto.pro/partimage/720603/06a133317a-id-44-643489cb29b6f83606262b5e4e9122a9.jpg,https://i.avto.pro/partimage/720603/06a133317a-id-44-deba87d040c173d4f205f1e4786fc776.jpg"
VAG,06A133317B,Распределитель топлива (рампа),250,1,1,https://i.avto.pro/partimage/720603/06a133317b-id-44-6bbac1ef999d14c617bc0bff1b13b97a.jpg
VAG,06A133356B,патрубок воздушный,400,1,1,https://i.avto.pro/partimage/720603/06a133356b-id-44-4cf2603e163f4a4ee29fe302fe263f47.jpg
VAG,06A141025K,корзина сцепления,950,1,1,"https://i.avto.pro/partimage/720603/06a141025k-id-44-f954e521cb6d1855db3bb94c11be08bd.jpg,https://i.avto.pro/partimage/720603/06a141025k-id-44-2193cdb67e283c3b83452e7d1223e825.jpg,https://i.avto.pro/partimage/720603/06a141025k-id-44-ebb69bc2807053a9d6576576942cb914.jpg,https://i.avto.pro/partimage/720603/06a141025k-id-44-57ab419cc520cb962371e1524d23fd02.jpg"
VAG,06A141031K,Диск сцепления,950,1,1,"https://i.avto.pro/partimage/720603/06a141031k-id-44-62a11277e0cd462cdca07d6577f0f041.jpg,https://i.avto.pro/partimage/720603/06a141031k-id-44-0faea1f82be7da0bd37b7c0cbe9614ea.jpg"
VAG,06A145157,Насос гидроусилителя руля (ГУР),750,1,1,"https://i.avto.pro/partimage/720603/06a145157-id-44-c897569604289dd2d0bb0e625a4fa12b.jpg,https://i.avto.pro/partimage/720603/06a145157-id-44-fe1783967226a476865b8927dd55332d.jpg,https://i.avto.pro/partimage/720603/06a145157-id-44-d7afcaf30ef90b34ad4ce6a2516425a0.jpg"
VAG,06A145703B,Турбина,4000,1,1,"https://i.avto.pro/partimage/720603/06a145703b-id-44-cc43e73b3f902cb6653bc3a416250c17.jpg,https://i.avto.pro/partimage/720603/06a145703b-id-44-afbac260a9438c698c3d920f1ee67489.jpg,https://i.avto.pro/partimage/720603/06a145703b-id-44-f13b05e830547c1bd44162ea1235b191.jpg,https://i.avto.pro/partimage/720603/06a145703b-id-44-0c25bf9176440f25f7bfa3870efce815.jpg"
VAG,06A145703Q,Турбина,3500,1,1,"https://i.avto.pro/partimage/720603/06a145703q-id-44-e20d796029699d523ee805ff78810890.jpg,https://i.avto.pro/partimage/720603/06a145703q-id-44-b447af920ab67185e564dd32b3514323.jpg"
VAG,06A145704A,Турбина,3500,1,1,"https://i.avto.pro/partimage/720603/06a145704a-id-44-e20d796029699d523ee805ff78810890.jpg,https://i.avto.pro/partimage/720603/06a145704a-id-44-b447af920ab67185e564dd32b3514323.jpg"
VAG,06A145704B,Турбина,3500,1,1,"https://i.avto.pro/partimage/720603/06a145704b-id-44-e20d796029699d523ee805ff78810890.jpg,https://i.avto.pro/partimage/720603/06a145704b-id-44-b447af920ab67185e564dd32b3514323.jpg"
VAG,06A145894,трубка радiатора турбiни,400,1,1,https://i.avto.pro/partimage/720603/06a145894-id-44-a6f3ed871db23f521a18862eb3b86fa2.jpg
VAG,06A253033P,Коллектор выпускной,550,1,1,"https://i.avto.pro/partimage/720603/06a253033p-id-44-a397f500952feabae4033c707596bef1.jpg,https://i.avto.pro/partimage/720603/06a253033p-id-44-0c2d6269e95ddd23106120e16323bba9.jpg"
VAG,06A903026CV,Генератор,950,1,1,"https://i.avto.pro/partimage/720603/06a903026cv-id-44-f53eb3b24bed15ba0a617b98ab08ac49.jpg,https://i.avto.pro/partimage/720603/06a903026cv-id-44-f580bc57088226edf03117df7bbc0726.jpg,https://i.avto.pro/partimage/720603/06a903026cv-id-44-42c4b9ebbc7cb5571574e2c9db263582.jpg,https://i.avto.pro/partimage/720603/06a903026cv-id-44-308d110edd34f15564ad0ab04f77794b.jpg"
VAG,06A903103,кронштейн,200,1,1,"https://i.avto.pro/partimage/720603/06a903103-id-44-0cf2762e90bd3a56e458559980426025.jpg,https://i.avto.pro/partimage/720603/06a903103-id-44-c432fe2dca15aa6bf2f5574b46969b36.jpg,https://i.avto.pro/partimage/720603/06a903103-id-44-37cb4840f94a42bb0efd201ee1b73051.jpg"
VAG,06A903143F,Кронштейн генератора,450,1,1,https://i.avto.pro/partimage/720603/06a903143f-id-44-e72b75e7f13ec790136aba3f910fe762.jpg
VAG,06A903143H,кронштейн генератора,350,1,1,"https://i.avto.pro/partimage/720603/06a903143h-id-44-7094caefd67e8c870a621c65ea079ab8.jpg,https://i.avto.pro/partimage/720603/06a903143h-id-44-6f998c6177c59b659556b78adbf03035.jpg,https://i.avto.pro/partimage/720603/06a903143h-id-44-350d23ec95f22e696cec348e141ca662.jpg"
VAG,06A903143P,06A903143P ,400,1,1,"https://i.avto.pro/partimage/720603/06a903143p-id-44-406d10d5887451c84aac7a30e308f6dc.jpg,https://i.avto.pro/partimage/720603/06a903143p-id-44-e322b58e058f20ddafcd19cbf41501cd.jpg"
VAG,06A903315D,Натяжитель приводного ремня,250,1,1,"https://i.avto.pro/partimage/720603/06a903315d-id-44-9dec4614607e0ad2ad88204ee5ee1f07.jpg,https://i.avto.pro/partimage/720603/06a903315d-id-44-ebeaa88f3dd41f2514e0eef6a7cecc03.jpg"
VAG,06A903315E,Натяжитель приводного ремня,250,1,1,https://i.avto.pro/partimage/720603/06a903315e-id-44-a9cc522b51b06be1d8ce10a496b67c67.jpg
VAG,06A903315F,Натяжитель приводного ремня,250,1,1,https://i.avto.pro/partimage/720603/06a903315f-id-44-98744c96e06de92b15c9414f38ab4a3c.jpg
VAG,06A906031,Форсунка впрыска топлива,200,4,1,https://i.avto.pro/partimage/720603/06a906031-id-44-62f9b1aa6c200fe46e0c7d03e07a6d99.jpg
VAG,06A906031A,Форсунка впрыска топлива,200,4,1,"https://i.avto.pro/partimage/720603/06a906031a-id-44-6bbac1ef999d14c617bc0bff1b13b97a.jpg,https://i.avto.pro/partimage/720603/06a906031a-id-44-4de2225d1a7243fc2d9a6094e9dea505.jpg"
VAG,06A906262E,Лямдазон,1250,1,1,https://i.avto.pro/partimage/720603/06a906262e-id-44-dbc48ac0900a0f84cf3f6f87defdf3fc.jpg
VAG,06B103019A,Блок двигуна комплектний,6500,1,1,"https://i.avto.pro/partimage/720603/06b103019a-id-44-c62e11bfd7cb83108ecf86acd057d642.jpg,https://i.avto.pro/partimage/720603/06b103019a-id-44-8cd1b5d5f1dd6ac13ec56a2b2498e265.jpg,https://i.avto.pro/partimage/720603/06b103019a-id-44-8acd23ff8f0cb0c95fa970c369ca8a93.jpg,https://i.avto.pro/partimage/720603/06b103019a-id-44-7585b4ffdb41547ede1904c0b37aa177.jpg,https://i.avto.pro/partimage/720603/06b103019a-id-44-d61c1d98abacbc7000bf4b0b02a225b0.jpg,https://i.avto.pro/partimage/720603/06b103019a-id-44-f63b96e24aa41cfa9826c914a396e665.jpg,https://i.avto.pro/partimage/720603/06b103019a-id-44-feee316d89913add8210e760c2ddee6e.jpg"
VAG,06B103209N,Патрубок вентиляции картера (маслоотделителя),850,1,1,"https://i.avto.pro/partimage/720603/06b103209n-id-44-ce15daa9272857a4ab1b361a51467723.jpg,https://i.avto.pro/partimage/720603/06b103209n-id-44-6076b26ed5747897e3abd16801a61a6b.jpg"
VAG,06B103373A,ГБЦ,2000,1,1,"https://i.avto.pro/partimage/720603/06b103373a-id-44-16a1a3edb2c784e004c95f51bddf26e8.jpg,https://i.avto.pro/partimage/720603/06b103373a-id-44-551659ef7c6b7d91e862c645569e4176.jpg,https://i.avto.pro/partimage/720603/06b103373a-id-44-a3830640d5f8933d35aa7b35302aaf65.jpg"
VAG,06B119145,Вентилятор в зборі,650,1,1,"https://i.avto.pro/partimage/720603/06b119145-id-44-b56b1027550e627c8d1acba91be91acd.jpg,https://i.avto.pro/partimage/720603/06b119145-id-44-814320658be7335cd0e11080d04c3384.jpg"
VAG,06B121065AB,Шланг (патрубок) системы охлаждения,400,1,,"https://i.avto.pro/partimage/720603/06b121065ab-id-44-2d2d08180ee66ad2baef43d33d54aa09.jpg,https://i.avto.pro/partimage/720603/06b121065ab-id-44-59aae85e6aaaecb6cb3d401227415fe6.jpg"
VAG,06B121121,Крышка термостата,150,1,1,"https://i.avto.pro/partimage/720603/06b121121-id-44-83f942e2736329faac02858bcccb4c4c.jpg,https://i.avto.pro/partimage/720603/06b121121-id-44-2b83f4df2b6a63f8fb7ce27cc2f71d05.jpg,https://i.avto.pro/partimage/720603/06b121121-id-44-e4d3a2bdf882e52040eadd9bb8f5630b.jpg"
VAG,06B121121L,Крышка термостата,150,1,1,https://i.avto.pro/partimage/720603/06b121121l-id-44-7d0dace4ec8048d201ef74efd30b5f51.jpg
VAG,06B129627,Патрубок,950,1,1,"https://i.avto.pro/partimage/720603/06b129627-id-44-154f6746e5d1cd456b860ec3edfaf697.jpg,https://i.avto.pro/partimage/720603/06b129627-id-44-f0765baa2218f7cf56009ce9cf612c0b.jpg,https://i.avto.pro/partimage/720603/06b129627-id-44-c891b4fa059816f363ff7939292f7aba.jpg"
VAG,06B129627G,Патрубок,1150,1,1,"https://i.avto.pro/partimage/720603/06b129627g-id-44-154f6746e5d1cd456b860ec3edfaf697.jpg,https://i.avto.pro/partimage/720603/06b129627g-id-44-f0765baa2218f7cf56009ce9cf612c0b.jpg"
VAG,06B129723AG,VAG,550,1,1,"https://i.avto.pro/partimage/720603/06b129723ag-id-44-030ddd85436a21c1da2825f85cf57756.jpg,https://i.avto.pro/partimage/720603/06b129723ag-id-44-8b6d74aebb17d648b6c7043eaba291bf.jpg"
VAG,06B133200,впускний колектор,600,1,1,"https://i.avto.pro/partimage/720603/06b133200-id-44-73a28627ed3113c21bf1448479eab145.jpg,https://i.avto.pro/partimage/720603/06b133200-id-44-d245e1c566e8a11372dc095649a4d6de.jpg"
VAG,06B133200F,Коллектор впускной нижний,550,1,1,"https://i.avto.pro/partimage/720603/06b133200f-id-44-58eb474e60f93221ca34bbc1d7098f71.jpg,https://i.avto.pro/partimage/720603/06b133200f-id-44-58860b49ac839ede8662e38bf039a68f.jpg,https://i.avto.pro/partimage/720603/06b133200f-id-44-3be961f8f57c67de132d522e5748e333.jpg"
VAG,06B133210,колектор впускний,950,1,1,"https://i.avto.pro/partimage/720603/06b133210-id-44-ba952dc22575a22c2bbece8129f69252.jpg,https://i.avto.pro/partimage/720603/06b133210-id-44-9c23958d0d24d176a7785bb1d71b796c.jpg,https://i.avto.pro/partimage/720603/06b133210-id-44-5a400be49acb7813e2b26b1f4319ba1c.jpg"
VAG,06B133210N,колектор,800,1,1,"https://i.avto.pro/partimage/720603/06b133210n-id-44-0090a901d7127998bf5f033616f4a908.jpg,https://i.avto.pro/partimage/720603/06b133210n-id-44-2a8259a68f7251ecdac0aabfd3767f55.jpg,https://i.avto.pro/partimage/720603/06b133210n-id-44-61d9b871f61a36ef32196e36b5d2289d.jpg,https://i.avto.pro/partimage/720603/06b133210n-id-44-4b1da982622ae6ea1d64315d36773e93.jpg,https://i.avto.pro/partimage/720603/06b133210n-id-44-a53643081f463c36698335a8cd55a0e2.jpg"
VAG,06B133216B,колектор,500,1,1,"https://i.avto.pro/partimage/720603/06b133216b-id-44-0090a901d7127998bf5f033616f4a908.jpg,https://i.avto.pro/partimage/720603/06b133216b-id-44-21fc1d9081e72f768801a72d7fc95875.jpg,https://i.avto.pro/partimage/720603/06b133216b-id-44-2a8259a68f7251ecdac0aabfd3767f55.jpg,https://i.avto.pro/partimage/720603/06b133216b-id-44-61d9b871f61a36ef32196e36b5d2289d.jpg,https://i.avto.pro/partimage/720603/06b133216b-id-44-a53643081f463c36698335a8cd55a0e2.jpg"
VAG,06B133299A,Соединительная перемычка впускных коллекторов,200,1,1,"https://i.avto.pro/partimage/720603/06b133299a-id-44-62b13fd34932a901bc36037693c2d7b6.jpg,https://i.avto.pro/partimage/720603/06b133299a-id-44-ed271e969032bfbf2aa1ec81a40bbe10.jpg"
VAG,06B133317A,рампа паливна,300,1,1,https://i.avto.pro/partimage/720603/06b133317a-id-44-295bd1ade2766e131e3f860be49428ad.jpg
VAG,06B133317L,Паливна рампа,500,1,1,"https://i.avto.pro/partimage/720603/06b133317l-id-44-8e0819edcc9a0c4ef36beda2b00bca59.jpg,https://i.avto.pro/partimage/720603/06b133317l-id-44-7a16da0aac803f4a124e147972054864.jpg"
VAG,06B133551C,Форсунка впрыска топлива,150,4,1,https://i.avto.pro/partimage/720603/06b133551c-id-44-295bd1ade2766e131e3f860be49428ad.jpg
VAG,06B133551H,Форсунка впрыска топлива,1900,1,1,"https://i.avto.pro/partimage/720603/06b133551h-id-44-661cc7679e95433a5a9fc8e82f694d44.jpg,https://i.avto.pro/partimage/720603/06b133551h-id-44-37f1c2364db42edec096b06318d2bdb9.jpg"
VAG,06B253033N,Коллектор выпускной vw passat b5 1. 6 alz audi,1000,1,1,"https://i.avto.pro/partimage/720603/06b253033n-id-44-e23a2db886fbf9d72969332a2b7160af.jpg,https://i.avto.pro/partimage/720603/06b253033n-id-44-787fb089b288cf183ac2116797dfc910.jpg"
VAG,06B903016A,Генератор,750,1,1,"https://i.avto.pro/partimage/720603/06b903016a-id-44-9be8d26c381513a2e0c390e8a9946bb6.jpg,https://i.avto.pro/partimage/720603/06b903016a-id-44-39e112fc123c59fd635045d7bdb1db1e.jpg,https://i.avto.pro/partimage/720603/06b903016a-id-44-acd527dcf5f817db5ea5bf6a32cb87a0.jpg"
VAG,06B903016AD,Генератор,1350,1,1,"https://i.avto.pro/partimage/720603/06b903016ad-id-44-cf5d601143ba5ad2118eab2327f51750.jpg,https://i.avto.pro/partimage/720603/06b903016ad-id-44-414113e1fef675f86fb0a651487a6140.jpg"
VAG,06B903016B,Генератор,1350,1,1,"https://i.avto.pro/partimage/720603/06b903016b-id-44-cf5d601143ba5ad2118eab2327f51750.jpg,https://i.avto.pro/partimage/720603/06b903016b-id-44-414113e1fef675f86fb0a651487a6140.jpg"
VAG,06B903016D,Генератор,750,1,,"https://i.avto.pro/partimage/720603/06b903016d-id-44-9be8d26c381513a2e0c390e8a9946bb6.jpg,https://i.avto.pro/partimage/720603/06b903016d-id-44-39e112fc123c59fd635045d7bdb1db1e.jpg,https://i.avto.pro/partimage/720603/06b903016d-id-44-acd527dcf5f817db5ea5bf6a32cb87a0.jpg"
VAG,06B903016D,Генератор,750,1,1,"https://i.avto.pro/partimage/720603/06b903016d-id-44-044689ca585795de68f8ff4e8843f334.jpg,https://i.avto.pro/partimage/720603/06b903016d-id-44-6c908603c96c695c047178a7d20f46a2.jpg,https://i.avto.pro/partimage/720603/06b903016d-id-44-13f8c45d6d79efe4204a5c8040400aec.jpg"
VAG,06B903016E,Генератор,1350,1,,"https://i.avto.pro/partimage/720603/06b903016e-id-44-cf5d601143ba5ad2118eab2327f51750.jpg,https://i.avto.pro/partimage/720603/06b903016e-id-44-414113e1fef675f86fb0a651487a6140.jpg"
VAG,06B903016E,Генератор,1350,1,1,"https://i.avto.pro/partimage/720603/06b903016e-id-44-dfe0d98387ab886cd4b3ae678a63b344.jpg,https://i.avto.pro/partimage/720603/06b903016e-id-44-cf5d601143ba5ad2118eab2327f51750.jpg"
VAG,06B903018EX,Генератор,1350,1,1,"https://i.avto.pro/partimage/720603/06b903018ex-id-44-cf5d601143ba5ad2118eab2327f51750.jpg,https://i.avto.pro/partimage/720603/06b903018ex-id-44-414113e1fef675f86fb0a651487a6140.jpg"
VAG,06B903018SX,Генератор,950,1,1,"https://i.avto.pro/partimage/720603/06b903018sx-id-44-594db2f6f958462d2d6d8e08987533ee.jpg,https://i.avto.pro/partimage/720603/06b903018sx-id-44-76aba5e80a4fa539776c30622f063252.jpg,https://i.avto.pro/partimage/720603/06b903018sx-id-44-8f96d0a12eb0181ff0ba4df58ba89d69.jpg,https://i.avto.pro/partimage/720603/06b903018sx-id-44-5255702cc129fe7befb3cce6bbc7a605.jpg"
VAG,06B903018TX,Генератор,950,1,1,"https://i.avto.pro/partimage/720603/06b903018tx-id-44-dc7952b45517eebeb476d34ea9f296f6.jpg,https://i.avto.pro/partimage/720603/06b903018tx-id-44-80b6a73aaf5e7f9bb37cd9f72a79fd1c.jpg,https://i.avto.pro/partimage/720603/06b903018tx-id-44-8b613cbd525d4029f02769e361c66c2b.jpg"
VAG,06B903133,Натяжитель приводного ремня,350,1,1,"https://i.avto.pro/partimage/720603/06b903133-id-44-1cb4e72c2e3ef9b7ea01f61fc697e8e0.jpg,https://i.avto.pro/partimage/720603/06b903133-id-44-d3de6024b6ac0a776cdb595ac75f8f9b.jpg"
VAG,06B903133E,Натяжитель приводного ремня,350,1,1,"https://i.avto.pro/partimage/720603/06b903133e-id-44-1cb4e72c2e3ef9b7ea01f61fc697e8e0.jpg,https://i.avto.pro/partimage/720603/06b903133e-id-44-d3de6024b6ac0a776cdb595ac75f8f9b.jpg"
VAG,06B903143F,кронштейн генератора,500,1,1,"https://i.avto.pro/partimage/720603/06b903143f-id-44-8a4edbf562acaef9abe1adcf28ee62dd.jpg,https://i.avto.pro/partimage/720603/06b903143f-id-44-c31a2af939d4f704717b25615c491394.jpg,https://i.avto.pro/partimage/720603/06b903143f-id-44-e55a2eda0f4703adfbe2b6f9c3e0130d.jpg"
VAG,06B906051,"Датчик давления во впускном коллекторе, MAP",200,1,1,"https://i.avto.pro/partimage/720603/06b906051-id-44-828e2124d2c6923cb28c47b73d7722f5.jpg,https://i.avto.pro/partimage/720603/06b906051-id-44-a0134234b75beaeb89838d5ac1faa9e8.jpg"
VAG,06B911023,Стартер,550,1,1,https://i.avto.pro/partimage/720603/06b911023-id-44-f5902d23c879eeb27e8c220846a79eac.jpg
VAG,06C903016A,Генератор,900,1,1,"https://i.avto.pro/partimage/720603/06c903016a-id-44-31d1576596b3c8c7ecaef16b14f0569b.jpg,https://i.avto.pro/partimage/720603/06c903016a-id-44-035eb04ba3c8257737bed7aaff4ffb1f.jpg,https://i.avto.pro/partimage/720603/06c903016a-id-44-0d1fc977f408eff0df9827e2d4d607eb.jpg"
VAG,06D903143D,кронштейн генератора,500,1,1,"https://i.avto.pro/partimage/720603/06d903143d-id-44-4582324223a0fe56a6dca955f9f9681b.jpg,https://i.avto.pro/partimage/720603/06d903143d-id-44-10c5adfc05c555bfa3f87d9d0bc0f588.jpg"
VAG,06E121045AN,Фланец системы охлаждения audi q7 16- 3.0t пластик,400,1,1,"https://i.avto.pro/partimage/720603/06e121045an-id-44-2ea41cb4d08aae7bdbb2040145de1362.jpg,https://i.avto.pro/partimage/720603/06e121045an-id-44-47c4fd9ea8f77b583d6d8f5171a14a72.jpg,https://i.avto.pro/partimage/720603/06e121045an-id-44-b807577a75398479917ca5aaf3598da7.jpg"
VAG,06F903023AX,Генератор,999,1,1,"https://i.avto.pro/partimage/720603/06f903023ax-id-44-98d0183b9998b3a880872bdf74ff34ed.jpg,https://i.avto.pro/partimage/720603/06f903023ax-id-44-bde7b915c43a66f314237b3fd5cbe236.jpg"
VAG,06F903023C,Генератор,800,1,1,"https://i.avto.pro/partimage/720603/06f903023c-id-44-35389583938ff9c823b496f61761da85.jpg,https://i.avto.pro/partimage/720603/06f903023c-id-44-60d400df829921f70abe3592dc5b78d9.jpg"
VAG,06F903023D,Генератор,950,1,1,"https://i.avto.pro/partimage/720603/06f903023d-id-44-04465a0751991c9b55c785f3de4f2fbc.jpg,https://i.avto.pro/partimage/720603/06f903023d-id-44-70f0bca5f93ec5582f595ac137f6c183.jpg"
VAG,06F903023F,Генератор,800,1,1,"https://i.avto.pro/partimage/720603/06f903023f-id-44-35389583938ff9c823b496f61761da85.jpg,https://i.avto.pro/partimage/720603/06f903023f-id-44-60d400df829921f70abe3592dc5b78d9.jpg"
VAG,06F903023H,Генератор,999,1,1,"https://i.avto.pro/partimage/720603/06f903023h-id-44-35389583938ff9c823b496f61761da85.jpg,https://i.avto.pro/partimage/720603/06f903023h-id-44-60d400df829921f70abe3592dc5b78d9.jpg"
VAG,06F903023J,Генератор,850,1,1,"https://i.avto.pro/partimage/720603/06f903023j-id-44-35389583938ff9c823b496f61761da85.jpg,https://i.avto.pro/partimage/720603/06f903023j-id-44-60d400df829921f70abe3592dc5b78d9.jpg"
VAG,06F903023N,Генератор,999,1,1,"https://i.avto.pro/partimage/720603/06f903023n-id-44-35389583938ff9c823b496f61761da85.jpg,https://i.avto.pro/partimage/720603/06f903023n-id-44-60d400df829921f70abe3592dc5b78d9.jpg"
VAG,06F903023P,Генератор,999,1,1,"https://i.avto.pro/partimage/720603/06f903023p-id-44-35389583938ff9c823b496f61761da85.jpg,https://i.avto.pro/partimage/720603/06f903023p-id-44-60d400df829921f70abe3592dc5b78d9.jpg"
VAG,070103926A,кришка мотора декоративна,700,1,1,"https://i.avto.pro/partimage/720603/070103926a-id-44-2671caad322136714e8145bcbeb7e25e.jpg,https://i.avto.pro/partimage/720603/070103926a-id-44-03837d3a1268007ac94bdf53d21e70c7.jpg"
VAG,070128070C,Клапан EGR рециркуляции газов Touareg,750,1,1,"https://i.avto.pro/partimage/720603/070128070c-id-44-2a614d57ad744eaf76fd5afc6e98d4fb.jpg,https://i.avto.pro/partimage/720603/070128070c-id-44-e25add12f0726864af6595c82d12782b.jpg,https://i.avto.pro/partimage/720603/070128070c-id-44-6ee5a968592754ebf96eeab086765752.jpg"
VAG,071903016C,Генератор,750,1,1,"https://i.avto.pro/partimage/720603/071903016c-id-44-13f8c45d6d79efe4204a5c8040400aec.jpg,https://i.avto.pro/partimage/720603/071903016c-id-44-044689ca585795de68f8ff4e8843f334.jpg,https://i.avto.pro/partimage/720603/071903016c-id-44-6c908603c96c695c047178a7d20f46a2.jpg"
VAG,074129713,коллектор впускной,950,1,1,"https://i.avto.pro/partimage/720603/074129713-id-44-a8d20794e482b781bb4c46b755000f29.jpg,https://i.avto.pro/partimage/720603/074129713-id-44-00eb8902adf46d6ceebd580edc78beb0.jpg,https://i.avto.pro/partimage/720603/074129713-id-44-b39fe22b073c49d3bc948f4297edb049.jpg"
VAG,074129713R,Колектор,950,1,1,"https://i.avto.pro/partimage/720603/074129713r-id-44-a8d20794e482b781bb4c46b755000f29.jpg,https://i.avto.pro/partimage/720603/074129713r-id-44-00eb8902adf46d6ceebd580edc78beb0.jpg,https://i.avto.pro/partimage/720603/074129713r-id-44-b39fe22b073c49d3bc948f4297edb049.jpg"
VAG,074130133G,Захист ремня ГРМ,250,1,1,"https://i.avto.pro/partimage/720603/074130133g-id-44-29339df979d99570cf649c6a4088deb7.jpg,https://i.avto.pro/partimage/720603/074130133g-id-44-79327406246bf9a623606149311e25cd.jpg,https://i.avto.pro/partimage/720603/074130133g-id-44-e4cbd653c7f23b8f75903898ce653a3a.jpg"
VAG,074130147,консоль,250,1,1,"https://i.avto.pro/partimage/720603/074130147-id-44-c5476032ca236bf430d108d7433285ca.jpg,https://i.avto.pro/partimage/720603/074130147-id-44-1b540491931d72e517e01caf464f3d56.jpg,https://i.avto.pro/partimage/720603/074130147-id-44-b27cabeb3d8f9ba830faf6ed122a15e2.jpg"
VAG,074145701J,Турбина 2.5tdi,3000,1,1,"https://i.avto.pro/partimage/720603/074145701j-id-44-e7bf224aa96aeda5ec5896d2df29a3f7.jpg,https://i.avto.pro/partimage/720603/074145701j-id-44-2aad314db08af8c53efdd1fe001d1142.jpg,https://i.avto.pro/partimage/720603/074145701j-id-44-f7859213a1e8a22a76a4e110c3e72845.jpg"
VAG,074906461B,"Датчик потока (расхода) воздуха, расходомер M.A.F. - (Mass Airflow)",450,1,1,"https://i.avto.pro/partimage/720603/074906461b-id-44-77b085c10378d0a32be46cbaf34c13be.jpg,https://i.avto.pro/partimage/720603/074906461b-id-44-5cf804c850f890d235643284ceedcdbf.jpg,https://i.avto.pro/partimage/720603/074906461b-id-44-9d332192def99812e532984ba9edb90f.jpg"
VAG,076906051A,Датчик давления выхлопных газов,200,1,1,https://i.avto.pro/partimage/720603/076906051a-id-44-5da4bd1c3730c97f32efd3f45cbe7549.jpg
VAG,077103245B,Клапан PCV вентиляции картерных газов,1200,1,1,"https://i.avto.pro/partimage/720603/077103245b-id-44-23075eed208d978b60e8b6ec5f2a5f99.jpg,https://i.avto.pro/partimage/720603/077103245b-id-44-9212b1ad15e360e047537c818fd8cdbd.jpg,https://i.avto.pro/partimage/720603/077103245b-id-44-d48692de87e109557623446bf5956765.jpg"
VAG,077905104,Катушка зажигания,250,1,1,https://i.avto.pro/partimage/720603/077905104-id-44-36fe39a2309cf43d20b26d54296b2fde.jpg
VAG,078103936A,кришка мотору,400,1,1,"https://i.avto.pro/partimage/720603/078103936a-id-44-3444c86ba6f121252def050094726a59.jpg,https://i.avto.pro/partimage/720603/078103936a-id-44-391063d60da67a6215cc39e2d0f46227.jpg"
VAG,078105266M,Маховик двигателя,4000,1,1,"https://i.avto.pro/partimage/720603/078105266m-id-44-10961a9198f4a71f488f9ba32b40988b.jpg,https://i.avto.pro/partimage/720603/078105266m-id-44-ace006e80a621dd2abb2b52f1b015ce7.jpg,https://i.avto.pro/partimage/720603/078105266m-id-44-9b9aa27a92f870e2af408b5540bd3b5b.jpg,https://i.avto.pro/partimage/720603/078105266m-id-44-c0b3ceb7548649ef9d584532485f5497.jpg"
VAG,078121181,Дросельна заслонка ,1100,1,1,"https://i.avto.pro/partimage/720603/078121181-id-44-1a09ceb1b2b1049c1700e24399025fa3.jpg,https://i.avto.pro/partimage/720603/078121181-id-44-078252acf35edcdcdd787bb458637867.jpg,https://i.avto.pro/partimage/720603/078121181-id-44-43c8c8a086ab2ff8f819044f3a999e80.jpg"
VAG,078121301E,Вентилятор (крыльчатка) радиатора охлаждения,550,1,1,https://i.avto.pro/partimage/720603/078121301e-id-44-c31c129031559ab23725fd6fb97555de.jpg
VAG,078133062B,Дроссельная заслонка в сборе,750,1,1,https://i.avto.pro/partimage/720603/078133062b-id-44-3ead2dca3e4bd38f02ed9e09771daf7b.jpg
